show_id,type,title,date_added,release_year,rating,duration,duration_type,null,null,null,null
s290,TV Show,The Crowned Clown,"August 10, 2021",2019,TV-14,1,Season,null,null,null,null
s1867,Movie,The Legend of Bhagat Singh,"October 12, 2020",2002,TV-14,156,min,null,null,null,null
s292,TV Show,SHAMAN KING,"August 9, 2021",2021,TV-14,1,Season,null,null,null,null
s2394,Movie,Da 5 Bloods,"June 12, 2020",2020,R,156,min,null,null,null,null
s2990,Movie,A Sun,"January 24, 2020",2019,TV-MA,156,min,null,null,null,null
s3144,Movie,Luck by Chance,"December 15, 2019",2009,TV-14,156,min,null,null,null,null
s4606,Movie,Thaandavam,"October 1, 2018",2012,TV-14,156,min,null,null,null,null
s297,TV Show,Hit & Run,"August 6, 2021",2021,TV-MA,1,Season,null,null,null,null
s298,TV Show,Navarasa,"August 6, 2021",2021,TV-MA,1,Season,null,null,null,null
s4612,Movie,Vettai,"October 1, 2018",2012,TV-14,156,min,null,null,null,null
s6437,Movie,Celluloid Man,"April 1, 2017",2012,TV-PG,156,min,null,null,null,null
s6589,Movie,Deewangee,"January 3, 2020",2002,TV-MA,156,min,null,null,null,null
s6961,Movie,Hera Pheri,"December 31, 2019",1976,TV-14,156,min,null,null,null,null
s565,Movie,Boogie Nights,"July 1, 2021",1997,R,155,min,null,null,null,null
s2075,Movie,Soldier,"September 1, 2020",1998,TV-14,155,min,null,null,null,null
s2717,Movie,Brothers,"April 1, 2020",2015,TV-14,155,min,null,null,null,null
s4329,Movie,Teefa in Trouble,"December 2, 2018",2018,TV-14,155,min,null,null,null,null
s4572,Movie,Jagga Jasoos,"October 1, 2018",2017,TV-14,155,min,null,null,null,null
s4601,Movie,Race,"October 1, 2018",2008,TV-14,155,min,null,null,null,null
s5009,Movie,Guru,"March 1, 2018",2007,TV-PG,155,min,null,null,null,null
s310,TV Show,Car Masters: Rust to Riches,"August 4, 2021",2021,TV-PG,3,Seasons,null,null,null,null
s311,TV Show,Cocaine Cowboys: The Kings of Miami,"August 4, 2021",2021,TV-MA,1,Season,null,null,null,null
s312,TV Show,Control Z,"August 4, 2021",2021,TV-MA,2,Seasons,null,null,null,null
s313,TV Show,Cooking With Paris,"August 4, 2021",2021,TV-MA,1,Season,null,null,null,null
s314,TV Show,Autumn's Concerto,"August 3, 2021",2009,TV-14,1,Season,null,null,null,null
s7338,Movie,Lorai: Play to Live,"September 1, 2017",2015,TV-14,155,min,null,null,null,null
s7394,Movie,Mandi,"January 1, 2020",1983,TV-MA,155,min,null,null,null,null
s317,TV Show,Office Girls,"August 3, 2021",2011,TV-14,1,Season,null,null,null,null
s8454,Movie,The Physician,"July 15, 2015",2013,R,155,min,null,null,null,null
s137,Movie,Cold Mountain,"September 1, 2021",2003,R,154,min,null,null,null,null
s320,TV Show,The Prince Who Turns into a Frog,"August 3, 2021",2005,TV-14,1,Season,null,null,null,null
s321,TV Show,Top Secret UFO Projects: Declassified,"August 3, 2021",2021,TV-PG,1,Season,null,null,null,null
s322,TV Show,Two Fathers,"August 3, 2021",2013,TV-14,1,Season,null,null,null,null
s323,TV Show,You're My Destiny,"August 3, 2021",2008,TV-MA,1,Season,null,null,null,null
s324,TV Show,30 Rock,"August 1, 2021",2012,TV-14,7,Seasons,null,null,null,null
s325,TV Show,44 Cats,"August 1, 2021",2020,TV-Y7,3,Seasons,null,null,null,null
s2846,Movie,The Death of Mr. Lazarescu,"March 4, 2020",2005,R,154,min,null,null,null,null
s3150,Movie,Zindagi Na Milegi Dobara,"December 15, 2019",2011,TV-14,154,min,null,null,null,null
s3437,Movie,GEN HOSHINO STADIUM TOUR “POP VIRUS”,"October 10, 2019",2019,TV-14,154,min,null,null,null,null
s4447,Movie,Kalakalappu,"November 1, 2018",2012,TV-14,154,min,null,null,null,null
s4726,Movie,Haider,"August 2, 2018",2014,TV-MA,154,min,null,null,null,null
s5448,Movie,Aashik Awara,"June 1, 2017",1993,TV-14,154,min,null,null,null,null
s332,TV Show,Darwin’s Game,"August 1, 2021",2020,TV-MA,1,Season,null,null,null,null
s5461,Movie,Oh Darling Yeh Hai India,"June 1, 2017",1995,TV-14,154,min,null,null,null,null
s5617,Movie,Dilwale,"February 1, 2017",2015,TV-PG,154,min,null,null,null,null
s7114,Movie,Jackie Brown,"August 1, 2019",1997,R,154,min,null,null,null,null
s7803,Movie,Pulp Fiction,"January 1, 2019",1994,R,154,min,null,null,null,null
s337,TV Show,Friday Night Lights,"August 1, 2021",2010,TV-14,5,Seasons,null,null,null,null
s7831,Movie,Ramji Londonwaley,"December 31, 2019",2005,TV-14,154,min,null,null,null,null
s339,TV Show,Hunter X Hunter (2011),"August 1, 2021",2014,TV-14,6,Seasons,null,null,null,null
s8129,Movie,Superman Returns,"October 1, 2019",2006,PG-13,154,min,null,null,null,null
s4294,Movie,Springsteen on Broadway,"December 16, 2018",2018,TV-MA,153,min,null,null,null,null
s5081,Movie,Pyar Ke Do Pal,"January 15, 2018",1986,TV-14,153,min,null,null,null,null
s5184,Movie,Mubarakan,"November 5, 2017",2017,PG-13,153,min,null,null,null,null
s5397,Movie,Lal Patthar,"July 1, 2017",1971,TV-14,153,min,null,null,null,null
s5470,Movie,Rangoon,"May 29, 2017",2017,TV-14,153,min,null,null,null,null
s6108,Movie,Aitraaz,"March 1, 2018",2004,TV-14,153,min,null,null,null,null
s6548,Movie,Dabbe 6: The Return,"April 17, 2019",2015,TV-MA,153,min,null,null,null,null
s6667,Movie,Eeda,"September 15, 2018",2018,TV-14,153,min,null,null,null,null
s7078,Movie,Inglourious Basterds,"July 22, 2019",2009,R,153,min,null,null,null,null
s7333,Movie,Lolita,"November 1, 2019",1962,R,153,min,null,null,null,null
s7945,Movie,Satte Pe Satta,"December 31, 2019",1982,TV-14,153,min,null,null,null,null
s2537,Movie,Rencor tatuado,"May 14, 2020",2018,TV-MA,152,min,null,null,null,null
s3497,Movie,Manmadhudu 2,"September 23, 2019",2019,TV-MA,152,min,null,null,null,null
s5462,Movie,Prince,"June 1, 2017",1969,TV-PG,152,min,null,null,null,null
s7924,Movie,Sakhi,"February 15, 2018",2007,TV-PG,152,min,null,null,null,null
s8083,Movie,Star Wars: Episode VIII: The Last Jedi,"June 26, 2018",2017,PG-13,152,min,null,null,null,null
s1231,Movie,Aelay,"March 5, 2021",2021,TV-14,151,min,null,null,null,null
s1726,Movie,Citation,"November 6, 2020",2020,TV-MA,151,min,null,null,null,null
s2265,Movie,Aiyyaa,"July 5, 2020",2012,TV-14,151,min,null,null,null,null
s3433,Movie,The Forest of Love,"October 11, 2019",2019,TV-MA,151,min,null,null,null,null
s4577,Movie,Khido Khundi,"October 1, 2018",2018,TV-14,151,min,null,null,null,null
s362,TV Show,Charmed,"July 31, 2021",2021,TV-14,3,Seasons,null,null,null,null
s5297,Movie,Ek Jaan Hain Hum,"September 1, 2017",1983,TV-14,151,min,null,null,null,null
s5483,Movie,Kabhi Haan Kabhi Naa,"May 15, 2017",1994,TV-14,151,min,null,null,null,null
s365,TV Show,Centaurworld,"July 30, 2021",2021,TV-Y7,1,Season,null,null,null,null
s6297,Movie,Bhagam Bhag,"December 31, 2019",2006,TV-14,151,min,null,null,null,null
s367,TV Show,Glow Up,"July 30, 2021",2021,TV-14,3,Seasons,null,null,null,null
s6400,Movie,Cahaya Dari Timur Beta Maluku,"October 5, 2018",2014,TV-14,151,min,null,null,null,null
s369,TV Show,Khawatir,"July 30, 2021",2009,TV-14,1,Season,null,null,null,null
s370,TV Show,Myth & Mogul: John DeLorean,"July 30, 2021",2021,TV-14,1,Season,null,null,null,null
s371,TV Show,Outer Banks,"July 30, 2021",2021,TV-MA,2,Seasons,null,null,null,null
s6554,Movie,Daffedar,"July 1, 2018",2017,TV-14,151,min,null,null,null,null
s6695,Movie,Encounter: The Killing,"December 31, 2019",2002,TV-14,151,min,null,null,null,null
s6937,Movie,Haseena Maan Jaayegi,"March 1, 2018",1999,TV-PG,151,min,null,null,null,null
s8273,Movie,The Departed,"January 1, 2021",2006,R,151,min,null,null,null,null
s8591,Movie,Tikli and Laxmi Bomb,"August 1, 2018",2017,TV-MA,151,min,null,null,null,null
s377,TV Show,Transformers: War for Cybertron: Kingdom,"July 29, 2021",2021,TV-Y7,1,Season,null,null,null,null
s8774,Movie,Yanda Kartavya Aahe,"January 1, 2018",2006,TV-PG,151,min,null,null,null,null
s206,Movie,Kyo Kii... Main Jhuth Nahin Bolta,"August 27, 2021",2001,TV-14,150,min,null,null,null,null
s380,TV Show,Tattoo Redo,"July 28, 2021",2021,TV-MA,1,Season,null,null,null,null
s381,TV Show,The Flash,"July 28, 2021",2021,TV-14,7,Seasons,null,null,null,null
s382,TV Show,The Snitch Cartel: Origins,"July 28, 2021",2021,TV-MA,1,Season,null,null,null,null
s383,TV Show,All American,"July 27, 2021",2021,TV-14,3,Seasons,null,null,null,null
s1713,Movie,Ludo,"November 12, 2020",2020,TV-MA,150,min,null,null,null,null
s1796,Movie,Ajab Prem Ki Ghazab Kahani,"October 25, 2020",2009,TV-14,150,min,null,null,null,null
s386,TV Show,How to Sell Drugs Online (Fast),"July 27, 2021",2021,TV-MA,3,Seasons,null,null,null,null
s387,TV Show,Mighty Express,"July 27, 2021",2021,TV-Y,4,Seasons,null,null,null,null
s1866,Movie,Phir Hera Pheri,"October 12, 2020",2006,TV-14,150,min,null,null,null,null
s389,TV Show,Plastic Cup Boyz: Laughing My Mask Off!,"July 27, 2021",2021,TV-MA,1,Season,null,null,null,null
s2187,Movie,Raat Akeli Hai,"July 31, 2020",2020,TV-MA,150,min,null,null,null,null
s391,TV Show,The Walking Dead,"July 26, 2021",2019,TV-MA,10,Seasons,null,null,null,null
s392,TV Show,Wynonna Earp,"July 26, 2021",2020,TV-MA,4,Seasons,null,null,null,null
s4165,Movie,Goyo: The Boy General,"January 26, 2019",2018,TV-MA,150,min,null,null,null,null
s4444,Movie,Husbands in Goa,"November 1, 2018",2012,TV-14,150,min,null,null,null,null
s4507,Movie,Meghnadbodh Rohoshyo,"October 15, 2018",2017,TV-MA,150,min,null,null,null,null
s4587,Movie,Mugamoodi,"October 1, 2018",2012,TV-14,150,min,null,null,null,null
s4701,Movie,Bhavesh Joshi Superhero,"August 16, 2018",2018,TV-14,150,min,null,null,null,null
s398,TV Show,Feels Like Ishq,"July 23, 2021",2021,TV-MA,1,Season,null,null,null,null
s4976,Movie,Secret Superstar,"March 23, 2018",2017,TV-14,150,min,null,null,null,null
s400,TV Show,Masters of the Universe: Revelation,"July 23, 2021",2021,TV-PG,1,Season,null,null,null,null
s401,TV Show,Revelations: The Masters of the Universe: Revelation Aftershow,"July 23, 2021",2021,TV-PG,1,Season,null,null,null,null
s402,TV Show,Sky Rojo,"July 23, 2021",2021,TV-MA,2,Seasons,null,null,null,null
s5613,Movie,Hitler - A Career,"February 10, 2017",1977,TV-MA,150,min,null,null,null,null
s404,TV Show,The Movies That Made Us,"July 23, 2021",2021,TV-MA,2,Seasons,null,null,null,null
s6072,Movie,Aadu 2,"May 15, 2018",2017,TV-MA,150,min,null,null,null,null
s6201,Movie,Avengers: Infinity War,"December 25, 2018",2018,PG-13,150,min,null,null,null,null
s6734,Movie,Fakta Ladh Mhana,"February 15, 2018",2011,TV-14,150,min,null,null,null,null
s7309,Movie,Lincoln,"February 21, 2018",2012,PG-13,150,min,null,null,null,null
s7944,Movie,Satrangi Re,"March 15, 2018",2012,TV-14,150,min,null,null,null,null
s974,Movie,One,"April 27, 2021",2020,TV-PG,149,min,null,null,null,null
s1139,Movie,The Pianist,"April 1, 2021",2002,R,149,min,null,null,null,null
s1625,Movie,The Da Vinci Code,"December 1, 2020",2006,PG-13,149,min,null,null,null,null
s1947,Movie,Welcome,"September 28, 2020",2007,TV-PG,149,min,null,null,null,null
s2425,Movie,The Last Days of American Crime,"June 5, 2020",2020,TV-MA,149,min,null,null,null,null
s2478,Movie,Living in Bondage: Breaking Free,"May 22, 2020",2019,TV-MA,149,min,null,null,null,null
s2726,Movie,Gumrah,"April 1, 2020",1993,TV-14,149,min,null,null,null,null
s5516,Movie,Dear Zindagi,"April 25, 2017",2016,TV-14,149,min,null,null,null,null
s5964,Movie,Oct-01,"September 1, 2019",2014,TV-14,149,min,null,null,null,null
s6224,Movie,Balu Mahi,"March 1, 2018",2017,TV-MA,149,min,null,null,null,null
s6290,Movie,Bewafaa,"July 21, 2019",2005,TV-PG,149,min,null,null,null,null
s7024,Movie,Humko Deewana Kar Gaye,"October 22, 2017",2006,TV-PG,149,min,null,null,null,null
s7248,Movie,Kya Kehna,"April 1, 2018",2000,TV-PG,149,min,null,null,null,null
s7753,Movie,Playing for Time,"December 1, 2017",1980,TV-14,149,min,null,null,null,null
s7806,Movie,Pyaar Ka Punchnama,"May 1, 2017",2011,TV-14,149,min,null,null,null,null
s341,Movie,Inception,"August 1, 2021",2010,PG-13,148,min,null,null,null,null
s426,TV Show,Chicago Med,"July 22, 2021",2019,TV-14,5,Seasons,null,null,null,null
s854,Movie,Army of the Dead,"May 21, 2021",2021,R,148,min,null,null,null,null
s1427,Movie,Gangaajal,"January 8, 2021",2003,TV-MA,148,min,null,null,null,null
s1457,Movie,Into the Wild,"January 1, 2021",2007,R,148,min,null,null,null,null
s1729,Movie,The Endless Trench,"November 6, 2020",2019,TV-MA,148,min,null,null,null,null
s431,TV Show,Sexy Beasts,"July 21, 2021",2021,TV-14,1,Season,null,null,null,null
s432,TV Show,Too Hot to Handle: Brazil,"July 21, 2021",2021,TV-MA,1,Season,null,null,null,null
s2301,Movie,The Perfect Picture: Ten Years Later,"July 3, 2020",2019,TV-MA,148,min,null,null,null,null
s2955,Movie,Thambi,"February 3, 2020",2019,TV-14,148,min,null,null,null,null
s435,TV Show,Okupas,"July 20, 2021",2020,TV-MA,1,Season,null,null,null,null
s436,TV Show,Touch Your Heart,"July 20, 2021",2019,TV-MA,1,Season,null,null,null,null
s3135,Movie,Don 2,"December 15, 2019",2011,TV-14,148,min,null,null,null,null
s4226,Movie,Taramani,"January 1, 2019",2017,TV-MA,148,min,null,null,null,null
s4720,Movie,7 Khoon Maaf,"August 2, 2018",2011,TV-MA,148,min,null,null,null,null
s5291,Movie,Aakhri Adaalat,"September 1, 2017",1988,TV-14,148,min,null,null,null,null
s441,TV Show,Explained,"July 16, 2021",2021,TV-MA,3,Seasons,null,null,null,null
s5409,Movie,Yaar Gaddar,"July 1, 2017",1994,TV-14,148,min,null,null,null,null
s443,TV Show,Johnny Test,"July 16, 2021",2021,TV-Y7,1,Season,null,null,null,null
s5500,Movie,Chaahat,"May 1, 2017",1996,TV-14,148,min,null,null,null,null
s445,TV Show,Naomi Osaka,"July 16, 2021",2021,TV-14,1,Season,null,null,null,null
s6299,Movie,Bhool Bhulaiyaa,"October 22, 2017",2007,TV-14,148,min,null,null,null,null
s6393,Movie,Burning,"April 29, 2019",2018,TV-MA,148,min,null,null,null,null
s6871,Movie,Golmaal: Fun Unlimited,"December 31, 2019",2006,TV-14,148,min,null,null,null,null
s7163,Movie,Kabali (Hindi Version),"December 15, 2017",2016,TV-MA,148,min,null,null,null,null
s7451,Movie,Mi Shivajiraje Bhosale Boltoy,"January 1, 2018",2009,TV-14,148,min,null,null,null,null
s7997,Movie,Shararat,"March 1, 2018",2002,TV-PG,148,min,null,null,null,null
s27,Movie,Minsara Kanavu,"September 21, 2021",1997,TV-PG,147,min,null,null,null,null
s85,Movie,Omo Ghetto: the Saga,"September 10, 2021",2020,TV-MA,147,min,null,null,null,null
s454,TV Show,BEASTARS,"July 15, 2021",2021,TV-MA,2,Seasons,null,null,null,null
s1019,Movie,Jaane Tu... Ya Jaane Na,"April 17, 2021",2008,TV-14,147,min,null,null,null,null
s2686,Movie,World Famous Lover,"April 15, 2020",2020,TV-MA,147,min,null,null,null,null
s457,TV Show,Her Private Life,"July 15, 2021",2019,TV-14,1,Season,null,null,null,null
s4581,Movie,Kurbaan,"October 1, 2018",2009,TV-14,147,min,null,null,null,null
s4593,Movie,Naan Sigappu Manithan,"October 1, 2018",2014,TV-14,147,min,null,null,null,null
s460,TV Show,Never Have I Ever,"July 15, 2021",2021,TV-14,2,Seasons,null,null,null,null
s5080,Movie,Alibaba Aur 40 Chor,"January 15, 2018",1980,TV-14,147,min,null,null,null,null
s6213,Movie,Bad Boys II,"October 1, 2019",2003,R,147,min,null,null,null,null
s7281,Movie,Lechmi,"August 1, 2018",2017,TV-MA,147,min,null,null,null,null
s8342,Movie,The Help,"June 1, 2020",2011,PG-13,147,min,null,null,null,null
s8697,Movie,War Horse,"May 6, 2019",2011,PG-13,147,min,null,null,null,null
s466,TV Show,Heist,"July 14, 2021",2021,TV-MA,1,Season,null,null,null,null
s467,TV Show,My Unorthodox Life,"July 14, 2021",2021,TV-MA,1,Season,null,null,null,null
s8773,Movie,Yamla Pagla Deewana 2,"May 1, 2017",2013,TV-14,147,min,null,null,null,null
s1940,Movie,Dedh Ishqiya,"September 28, 2020",2014,TV-14,146,min,null,null,null,null
s3493,Movie,Oh! Baby (Malayalam),"September 25, 2019",2019,TV-14,146,min,null,null,null,null
s3494,Movie,Oh! Baby (Tamil),"September 25, 2019",2019,TV-14,146,min,null,null,null,null
s3918,Movie,Shabd,"April 15, 2019",2005,TV-14,146,min,null,null,null,null
s473,TV Show,Ridley Jones,"July 13, 2021",2021,TV-Y,1,Season,null,null,null,null
s4247,Movie,Tim Minchin And The Heritage Orchestra Live,"December 31, 2018",2011,TV-MA,146,min,null,null,null,null
s4340,Movie,Faraar,"December 1, 2018",2015,TV-14,146,min,null,null,null,null
s4423,Movie,ABCD 2,"November 1, 2018",2015,TV-14,146,min,null,null,null,null
s4458,Movie,Satyagraha,"November 1, 2018",2013,TV-14,146,min,null,null,null,null
s478,TV Show,Atypical,"July 9, 2021",2021,TV-14,4,Seasons,null,null,null,null
s479,TV Show,Biohackers,"July 9, 2021",2021,TV-MA,2,Seasons,null,null,null,null
s4560,Movie,Anjaan,"October 1, 2018",2014,TV-14,146,min,null,null,null,null
s4661,Movie,PK,"September 6, 2018",2014,TV-14,146,min,null,null,null,null
s5652,Movie,Udta Punjab,"January 1, 2017",2016,TV-MA,146,min,null,null,null,null
s483,TV Show,How to Become a Tyrant,"July 9, 2021",2021,TV-MA,1,Season,null,null,null,null
s6474,Movie,Chitty Chitty Bang Bang,"January 1, 2020",1968,G,146,min,null,null,null,null
s7987,Movie,Sex and the City 2,"January 1, 2021",2010,R,146,min,null,null,null,null
s79,Movie,Tughlaq Durbar,"September 11, 2021",2020,TV-14,145,min,null,null,null,null
s80,Movie,Tughlaq Durbar (Telugu),"September 11, 2021",2021,TV-14,145,min,null,null,null,null
s488,TV Show,The Cook of Castamar,"July 9, 2021",2021,TV-MA,1,Season,null,null,null,null
s489,TV Show,Virgin River,"July 9, 2021",2021,TV-14,3,Seasons,null,null,null,null
s218,Movie,The Dirty Picture,"August 27, 2021",2011,TV-14,145,min,null,null,null,null
s491,TV Show,Elize Matsunaga: Once Upon a Crime,"July 8, 2021",2021,TV-MA,1,Season,null,null,null,null
s579,Movie,Memoirs of a Geisha,"July 1, 2021",2005,PG-13,145,min,null,null,null,null
s795,Movie,Gold Statue,"June 2, 2021",2019,TV-14,145,min,null,null,null,null
s494,TV Show,RESIDENT EVIL: Infinite Darkness,"July 8, 2021",2021,TV-MA,1,Season,null,null,null,null
s1070,Movie,Uppena,"April 14, 2021",2020,TV-14,145,min,null,null,null,null
s3061,Movie,Ghost Stories,"January 1, 2020",2020,TV-MA,145,min,null,null,null,null
s4304,Movie,Vanjagar Ulagam,"December 15, 2018",2018,TV-MA,145,min,null,null,null,null
s498,TV Show,Cat People,"July 7, 2021",2021,TV-14,1,Season,null,null,null,null
s4564,Movie,Dil Vil Pyaar Vyaar,"October 1, 2018",2014,TV-PG,145,min,null,null,null,null
s500,TV Show,Dogs,"July 7, 2021",2021,TV-PG,2,Seasons,null,null,null,null
s4580,Movie,Kismat Konnection,"October 1, 2018",2008,TV-14,145,min,null,null,null,null
s4695,Movie,Toilet: Ek Prem Katha,"August 21, 2018",2017,TV-14,145,min,null,null,null,null
s5010,Movie,Judwaa 2,"March 1, 2018",2017,TV-14,145,min,null,null,null,null
s504,TV Show,The Mire,"July 7, 2021",2021,TV-MA,2,Seasons,null,null,null,null
s505,TV Show,The War Next-door,"July 7, 2021",2021,TV-MA,1,Season,null,null,null,null
s6428,Movie,Casino Royale,"August 31, 2020",2006,PG-13,145,min,null,null,null,null
s6779,Movie,For Greater Glory,"August 2, 2019",2012,R,145,min,null,null,null,null
s6881,Movie,GoodFellas,"January 1, 2021",1990,R,145,min,null,null,null,null
s7266,Movie,Lalbaug Parel: Zali Mumbai Sonyachi,"March 15, 2018",2010,TV-MA,145,min,null,null,null,null
s510,TV Show,Ask the StoryBots,"July 6, 2021",2019,TV-Y,3,Seasons,null,null,null,null
s511,TV Show,Between,"July 6, 2021",2016,TV-14,2,Seasons,null,null,null,null
s512,TV Show,Chelsea,"July 6, 2021",2017,TV-MA,2,Seasons,null,null,null,null
s513,TV Show,Code Lyoko,"July 6, 2021",2007,TV-Y7,4,Seasons,null,null,null,null
s514,TV Show,Colony,"July 6, 2021",2018,TV-14,3,Seasons,null,null,null,null
s515,TV Show,Cuckoo,"July 6, 2021",2019,TV-MA,5,Seasons,null,null,null,null
s516,TV Show,Derry Girls,"July 6, 2021",2019,TV-MA,2,Seasons,null,null,null,null
s517,TV Show,Girl from Nowhere,"July 6, 2021",2021,TV-MA,2,Seasons,null,null,null,null
s518,TV Show,Good Morning Call,"July 6, 2021",2017,TV-14,2,Seasons,null,null,null,null
s7938,Movie,Sardaarji 2,"October 15, 2017",2016,TV-PG,145,min,null,null,null,null
s520,TV Show,I AM A KILLER,"July 6, 2021",2020,TV-MA,2,Seasons,null,null,null,null
s521,TV Show,I Think You Should Leave with Tim Robinson,"July 6, 2021",2021,TV-MA,2,Seasons,null,null,null,null
